Date,Payee,Category,Amount
2023-05-30,Five Guys,Dining & Drinks:Restaurants,-48.39
2023-05-30,Chipotle,Dining & Drinks:Restaurants,-30.39
2023-05-30,Bellevue Brewery,Dining & Drinks:Restaurants,-63.74
2023-05-30,Bartell Drugs,Health:Pharmacy,-2.41
2023-05-30,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-05-31,Chipotle,Dining & Drinks:Restaurants,-10.13
2023-05-31,WindRiver,Personal Income:Paycheck,7212.19
2023-05-31,Soylent,Groceries,-175.0
2023-06-01,Bartell Drugs,Health:Pharmacy,-8.8
2023-06-01,Chase Mortgage,Home:Mortgage,-5580.2
2023-06-01,Chipotle,Dining & Drinks:Restaurants,-10.02
2023-06-01,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-06-02,PCC Market,Groceries,-5.99
2023-06-02,Teradata,Personal Income:Paycheck,5157.32
2023-06-02,Chipotle,Dining & Drinks:Restaurants,-10.73
2023-06-05,Chipotle,Dining & Drinks:Restaurants,-10.02
2023-06-05,Chipotle,Dining & Drinks:Restaurants,-30.06
2023-06-05,QFC Foods,Groceries,-8.49
2023-06-05,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-06-05,Chipotle,Dining & Drinks:Restaurants,-30.06
2023-06-05,Alimony,Home,-1020.0
2023-06-05,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-06-05,Shake Shack,Dining & Drinks:Restaurants,-30.79
2023-06-05,Mod Pizza,Dining & Drinks:Restaurants,-31.2
2023-06-05,Amli Spring District,Home:Rent,-3067.7
2023-06-05,Chipotle,Dining & Drinks:Restaurants,-10.13
2023-06-06,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-06-06,Chipotle,Dining & Drinks:Restaurants,-10.73
2023-06-06,AIG Life,Financial:Life Insurance,-102.03
2023-06-07,Chipotle,Dining & Drinks:Restaurants,-10.02
2023-06-07,Chatgpt,Work Expenses,-22.02
2023-06-07,Mayuri,Dining & Drinks:Restaurants,-2.99
2023-06-07,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-06-08,Chipotle,Dining & Drinks:Restaurants,-10.02
2023-06-08,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-06-08,Amazon,Shopping:Electronics,-15.25
2023-06-08,Mayuri,Dining & Drinks:Restaurants,-2.29
2023-06-09,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-06-12,Chipotle,Dining & Drinks:Restaurants,-20.04
2023-06-12,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-06-12,Panda Express,Dining & Drinks:Restaurants,-28.41
2023-06-12,Jersey Mike's,Dining & Drinks:Restaurants,-44.34
2023-06-12,Gieco,Auto & Transport:Car Insurance,-61.15
2023-06-12,Safeway,Groceries,-13.98
2023-06-12,QFC Foods,Groceries,-11.48
2023-06-12,Chevron,Auto & Transport:Gas & Fuel,-60.53
2023-06-12,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-06-12,Mayuri,Dining & Drinks:Restaurants,-4.99
2023-06-12,YouTube,Software ,-13.2
2023-06-13,Chipotle,Dining & Drinks:Restaurants,-10.13
2023-06-13,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-06-13,Spring Deli & Mart Bellevue Wa 06/12,Dining & Drinks:Restaurants,-4.05
2023-06-14,Mayuri,Dining & Drinks:Restaurants,-14.47
2023-06-15,Chipotle,Dining & Drinks:Restaurants,-10.73
2023-06-15,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-06-15,WindRiver,Personal Income:Paycheck,7212.21
2023-06-15,AIG Life,Financial:Life Insurance,-54.99
2023-06-15,Bartell Drugs,Health:Pharmacy,-11.0
2023-06-16,Mayuri,Dining & Drinks:Restaurants,-4.49
2023-06-16,Teradata,Personal Income:Paycheck,5157.32
2023-06-16,PSE,Utilities,-23.82
2023-06-16,Huel,Dining & Drinks:Restaurants,-101.0
2023-06-16,Netflix,Entertainment,-17.05
2023-06-20,Chipotle,Dining & Drinks:Restaurants,-10.13
2023-06-20,Starbucks,Dining & Drinks:Restaurants,-4.35
2023-06-20,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-06-20,Mod Pizza,Dining & Drinks:Restaurants,-30.96
2023-06-20,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-06-20,QFC Foods,Groceries,-18.68
2023-06-20,Shake Shack,Dining & Drinks:Restaurants,-50.71
2023-06-20,Chevron,Auto & Transport:Gas & Fuel,-8.04
2023-06-20,T-mobile,Utilities:Phone,-120.0
2023-06-20,Chipotle,Dining & Drinks:Restaurants,-60.11
2023-06-20,Comcast,Utilities,-70.0
2023-06-20,Chipotle,Dining & Drinks:Restaurants,-23.29
2023-06-20,Barber Shop,Personal Care:Hair,-40.04
2023-06-20,PCC Market,Groceries,-9.99
2023-06-21,Ihop,Dining & Drinks:Restaurants,-27.41
2023-06-21,Chipotle,Dining & Drinks:Restaurants,-10.02
2023-06-21,Panera Bread,Dining & Drinks:Restaurants,-4.39
2023-06-21,Amazon,Shopping:Electronics,-16.5
2023-06-21,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-06-22,Starbucks,Dining & Drinks:Restaurants,-4.02
2023-06-23,Safeway,Groceries,-5.99
2023-06-23,Chipotle,Dining & Drinks:Restaurants,-10.02
2023-06-23,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-06-26,Chipotle,Dining & Drinks:Restaurants,-10.13
2023-06-26,Jersey Mike's,Dining & Drinks:Restaurants,-45.11
2023-06-26,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-06-26,Starbucks,Dining & Drinks:Restaurants,-4.35
2023-06-26,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-06-26,Chipotle,Dining & Drinks:Restaurants,-35.12
2023-06-26,QFC Foods,Groceries,-7.28
2023-06-26,Chipotle,Dining & Drinks:Restaurants,-20.59
2023-06-27,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-06-27,Audible,Shopping:Books,-16.46
2023-06-27,Safeway,Groceries,-4.99
2023-06-27,Chipotle,Dining & Drinks:Restaurants,-10.02
2023-06-28,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-06-28,Starbucks,Dining & Drinks:Restaurants,-4.35
2023-06-28,Chipotle,Dining & Drinks:Restaurants,-10.02
2023-06-28,Safeway,Groceries,-36.05
2023-06-29,Google Domain,Software ,-6.61
2023-06-29,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-06-30,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-06-30,Chipotle,Dining & Drinks:Restaurants,-10.02
2023-06-30,Teradata,Personal Income:Paycheck,5157.34
2023-06-30,Safeway,Groceries,-4.99
2023-06-30,WindRiver,Personal Income:Paycheck,7212.2
2023-06-30,Amazon Kids,Shopping,-5.49
2023-07-03,Bitcoin,Investments ,-16000.0
2023-07-03,Gourmet Gas,Auto & Transport:Gas & Fuel,-15.28
2023-07-03,Alimony,Home,-1920.0
2023-07-03,Chipotle,Dining & Drinks:Restaurants,-21.58
2023-07-03,Quiett Time Llc; Port Orchard Wa 07/02,Dining & Drinks:Restaurants,-4.0
2023-07-03,Chevron,Auto & Transport:Gas & Fuel,-47.77
2023-07-03,Chase Mortgage,Home:Mortgage,-5580.2
2023-07-03,Chipotle,Dining & Drinks:Restaurants,-23.84
2023-07-03,Shake Shack,Dining & Drinks:Restaurants,-35.3
2023-07-03,Amli Spring District,Home:Rent,-3086.46
2023-07-03,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-07-05,Safeway,Groceries,-9.99
2023-07-05,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-07-05,Brick House Xxx Bar & Port Orchard Wa 07/03,Dining & Drinks:Bars,-143.38
2023-07-05,Huel,Dining & Drinks:Restaurants,-99.09
2023-07-05,Chipotle,Dining & Drinks:Restaurants,-10.57
2023-07-05,Mayuri,Dining & Drinks:Restaurants,-14.25
2023-07-06,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-07-06,QFC Foods,Groceries,-4.99
2023-07-06,Chipotle,Dining & Drinks:Restaurants,-10.57
2023-07-06,Chatgpt,Work Expenses,-22.02
2023-07-07,Psi Services Llc,Education,-70.5
2023-07-07,AIG Life,Financial:Life Insurance,-102.03
2023-07-07,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-07-07,Mayuri,Dining & Drinks:Restaurants,-1.49
2023-07-10,Shake Shack,Dining & Drinks:Restaurants,-46.2
2023-07-10,Starbucks,Dining & Drinks:Restaurants,-4.35
2023-07-10,Chipotle,Dining & Drinks:Restaurants,-10.68
2023-07-10,Filson,Shopping,-82.58
2023-07-10,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-07-10,Safeway,Groceries,-10.68
2023-07-10,QFC Foods,Groceries,-9.47
2023-07-10,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-07-10,Starbucks,Dining & Drinks:Restaurants,-4.35
2023-07-10,Chipotle,Dining & Drinks:Restaurants,-40.08
2023-07-10,Mod Pizza,Dining & Drinks:Restaurants,-31.2
2023-07-10,Chipotle,Dining & Drinks:Restaurants,-34.52
2023-07-11,Chipotle,Dining & Drinks:Restaurants,-10.57
2023-07-11,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-07-11,QFC Foods,Groceries,-9.68
2023-07-12,Gieco,Auto & Transport:Car Insurance,-61.17
2023-07-12,Chipotle,Dining & Drinks:Restaurants,-10.57
2023-07-12,YouTube,Software ,-13.2
2023-07-12,Panda Express,Dining & Drinks:Restaurants,-1.09
2023-07-13,Starbucks,Dining & Drinks:Restaurants,-4.35
2023-07-13,Chipotle,Dining & Drinks:Restaurants,-13.82
2023-07-14,Soylent,Groceries,-175.0
2023-07-14,Chipotle,Dining & Drinks:Restaurants,-10.57
2023-07-14,WindRiver,Personal Income:Paycheck,7152.48
2023-07-14,Teradata,Personal Income:Paycheck,5116.0
2023-07-14,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-07-17,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-07-17,Comcast,Utilities,-70.0
2023-07-17,Bitcoin,Investments ,-3000.0
2023-07-17,Chipotle,Dining & Drinks:Restaurants,-40.63
2023-07-17,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-07-17,PCC Market,Groceries,-4.0
2023-07-17,Chipotle,Dining & Drinks:Restaurants,-10.73
2023-07-17,Elizabeth Cleaning,Cleaning,-90.0
2023-07-17,Chipotle,Dining & Drinks:Restaurants,-25.21
2023-07-17,Netflix,Entertainment,-17.05
2023-07-17,Five Guys,Dining & Drinks:Restaurants,-51.73
2023-07-18,Chipotle,Dining & Drinks:Restaurants,-12.28
2023-07-18,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-07-18,PSE,Utilities,-23.8
2023-07-19,Chipotle,Dining & Drinks:Restaurants,-11.95
2023-07-19,Safeway,Groceries,-15.57
2023-07-19,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-07-20,T-mobile,Utilities:Phone,-120.0
2023-07-20,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-07-20,Chipotle,Dining & Drinks:Restaurants,-10.57
2023-07-21,Chipotle,Dining & Drinks:Restaurants,-30.61
2023-07-21,Psi Services Llc,Education,-70.5
2023-07-21,Century Theaters,Entertainment,-27.3
2023-07-21,Century Theaters,Entertainment,-22.36
2023-07-21,Amazon,Shopping:Electronics,-16.5
2023-07-21,Starbucks,Dining & Drinks:Restaurants,-4.35
2023-07-21,Chipotle,Dining & Drinks:Restaurants,-3.25
2023-07-21,Bartell Drugs,Health:Pharmacy,-4.4
2023-07-24,Bartell Drugs,Health:Pharmacy,-20.49
2023-07-24,Safeway,Groceries,-6.99
2023-07-24,Chipotle,Dining & Drinks:Restaurants,-3.58
2023-07-24,Chipotle,Dining & Drinks:Restaurants,-30.61
2023-07-24,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-07-24,Mod Pizza,Dining & Drinks:Restaurants,-31.2
2023-07-24,QFC Foods,Groceries,-4.0
2023-07-24,Chipotle,Dining & Drinks:Restaurants,-10.57
2023-07-24,Chevron,Auto & Transport:Gas & Fuel,-60.04
2023-07-24,Five Guys,Dining & Drinks:Restaurants,-51.73
2023-07-25,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-07-25,Chipotle,Dining & Drinks:Restaurants,-10.57
2023-07-26,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-07-26,Chipotle,Dining & Drinks:Restaurants,-11.95
2023-07-27,Chipotle,Dining & Drinks:Restaurants,-10.57
2023-07-27,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-07-27,Safeway,Groceries,-3.86
2023-07-27,QFC Foods,Groceries,-15.94
2023-07-27,Shortform,Shopping:Clothing,-197.0
2023-07-28,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-07-28,Century Theaters,Entertainment,-14.42
2023-07-28,Chipotle,Dining & Drinks:Restaurants,-10.57
2023-07-28,Belle Pastry,Dining & Drinks:Restaurants,-3.15
2023-07-28,Century Theaters,Entertainment,-8.97
2023-07-28,QFC Foods,Groceries,-13.97
2023-07-28,Teradata,Personal Income:Paycheck,5114.75
2023-07-31,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-07-31,Chipotle,Dining & Drinks:Restaurants,-23.29
2023-07-31,Starbucks,Dining & Drinks:Restaurants,-4.35
2023-07-31,Starbucks,Dining & Drinks:Restaurants,-4.35
2023-07-31,Bartell Drugs,Health:Pharmacy,-2.41
2023-07-31,Chipotle,Dining & Drinks:Restaurants,-30.61
2023-07-31,Bartell Drugs,Health:Pharmacy,-2.41
2023-07-31,Chipotle,Dining & Drinks:Restaurants,-10.57
2023-07-31,WindRiver,Personal Income:Paycheck,7694.76
2023-07-31,Amazon Kids,Shopping,-5.49
2023-07-31,Jersey Mike's,Dining & Drinks:Restaurants,-45.11
2023-07-31,Google Domain,Software ,-6.61
2023-07-31,Mod Pizza,Dining & Drinks:Restaurants,-27.1
2023-08-01,Chase Mortgage,Home:Mortgage,-5990.47
2023-08-01,Alimony,Home,-1920.0
2023-08-01,North Face,Shopping:Clothing,-384.25
2023-08-01,Chipotle,Dining & Drinks:Restaurants,-10.57
2023-08-02,Century Theaters,Entertainment,-27.3
2023-08-02,QFC Foods,Groceries,6.26
2023-08-02,Chipotle,Dining & Drinks:Restaurants,-22.96
2023-08-02,Century Theaters,Entertainment,-14.04
2023-08-02,QFC Foods,Groceries,-12.53
2023-08-02,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-08-03,Amli Spring District,Home:Rent,-3048.7
2023-08-03,Chipotle,Dining & Drinks:Restaurants,-10.57
2023-08-03,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-08-03,AIG Life,Financial:Life Insurance,-102.03
2023-08-04,Chipotle,Dining & Drinks:Restaurants,-10.57
2023-08-04,QFC Foods,Groceries,-3.63
2023-08-04,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-08-07,Starbucks,Dining & Drinks:Restaurants,-4.35
2023-08-07,Chatgpt,Work Expenses,-22.02
2023-08-07,Bartell Drugs,Health:Pharmacy,-2.41
2023-08-07,Shake Shack,Dining & Drinks:Restaurants,-46.2
2023-08-07,Panda Express,Dining & Drinks:Restaurants,-49.38
2023-08-07,Chipotle,Dining & Drinks:Restaurants,-41.07
2023-08-07,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-08-07,Belle Pastry,Dining & Drinks:Restaurants,-3.15
2023-08-08,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-08-08,Chipotle,Dining & Drinks:Restaurants,-10.68
2023-08-09,Taco Del Mar,Dining & Drinks:Restaurants,-9.35
2023-08-09,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-08-09,Chipotle,Dining & Drinks:Restaurants,-10.57
2023-08-10,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-08-10,Elizabeth Cleaning,Cleaning,-90.0
2023-08-10,Chipotle,Dining & Drinks:Restaurants,-11.29
2023-08-10,QFC Foods,Groceries,-5.27
2023-08-10,Belle Pastry,Dining & Drinks:Restaurants,-3.15
2023-08-11,Chipotle,Dining & Drinks:Restaurants,-11.29
2023-08-11,Belle Pastry,Dining & Drinks:Restaurants,-3.9
2023-08-11,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-08-11,Teradata,Personal Income:Paycheck,5112.19
2023-08-14,Chipotle,Dining & Drinks:Restaurants,-40.52
2023-08-14,YouTube,Software ,-13.2
2023-08-14,Jersey Mike's,Dining & Drinks:Restaurants,-45.33
2023-08-14,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-08-14,Gieco,Auto & Transport:Car Insurance,-61.13
2023-08-14,Chipotle,Dining & Drinks:Restaurants,-23.29
2023-08-14,Safeway,Groceries,-17.82
2023-08-14,Filson,Shopping,-385.35
2023-08-14,Soylent,Groceries,-175.0
2023-08-14,Bartell Drugs,Health:Pharmacy,-2.41
2023-08-14,Mod Pizza,Dining & Drinks:Restaurants,-31.57
2023-08-14,Barber Shop,Personal Care:Hair,-50.0
2023-08-14,QFC Foods,Groceries,-8.58
2023-08-15,WindRiver,Personal Income:Paycheck,7854.19
2023-08-15,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-08-15,Bitcoin,Investments ,-17000.0
2023-08-15,Belle Pastry,Dining & Drinks:Restaurants,-3.15
2023-08-16,PSE,Utilities,-30.45
2023-08-16,Chipotle,Dining & Drinks:Restaurants,-10.02
2023-08-16,Netflix,Entertainment,-17.05
2023-08-16,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-08-17,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-08-17,Comcast,Utilities,-70.0
2023-08-18,Chipotle,Dining & Drinks:Restaurants,-10.57
2023-08-18,QFC Foods,Groceries,-11.23
2023-08-18,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-08-21,Chipotle,Dining & Drinks:Restaurants,-40.08
2023-08-21,QFC Foods,Groceries,-15.69
2023-08-21,Amazon,Shopping:Electronics,-16.5
2023-08-21,T-mobile,Utilities:Phone,-120.0
2023-08-21,PCC Market,Groceries,-1.99
2023-08-21,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-08-21,Starbucks,Dining & Drinks:Restaurants,-4.35
2023-08-21,Five Guys,Dining & Drinks:Restaurants,-36.47
2023-08-21,QFC Foods,Groceries,-17.73
2023-08-21,Chipotle,Dining & Drinks:Restaurants,-23.29
2023-08-21,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-08-22,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-08-23,PCC Market,Groceries,-20.99
2023-08-23,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-08-23,Target,Groceries,-27.34
2023-08-24,Chevron,Auto & Transport:Gas & Fuel,-60.7
2023-08-24,Panda Express,Dining & Drinks:Restaurants,-2.42
2023-08-25,QFC Foods,Groceries,-12.08
2023-08-25,Panda Express,Dining & Drinks:Restaurants,-1.09
2023-08-25,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-08-25,Chipotle,Dining & Drinks:Restaurants,-10.73
2023-08-25,Teradata,Personal Income:Paycheck,5116.01
2023-08-28,Belle Pastry,Dining & Drinks:Restaurants,-3.15
2023-08-28,Elizabeth Cleaning,Cleaning,-90.0
2023-08-28,Bartell Drugs,Health:Pharmacy,-2.41
2023-08-28,Quicken,Shopping:Electronics,-31.66
2023-08-28,Chipotle,Dining & Drinks:Restaurants,-30.39
2023-08-28,Chipotle,Dining & Drinks:Restaurants,-23.29
2023-08-28,Shake Shack,Dining & Drinks:Restaurants,-55.89
2023-08-28,PCC Market,Groceries,-17.89
2023-08-29,Chipotle,Dining & Drinks:Restaurants,-10.73
2023-08-29,Bartell Drugs,Health:Pharmacy,-16.16
2023-08-29,"Quest Diagnostics, Inc.",Health:Doctor,-32.6
2023-08-29,Google Domain,Software ,-6.61
2023-08-30,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-08-30,Chipotle,Dining & Drinks:Restaurants,-20.04
2023-08-30,Music Arts,Kids,-10.98
2023-08-30,Amazon,Shopping:Electronics,-5.49
2023-08-30,Safeway,Groceries,-15.98
2023-08-31,QFC Foods,Groceries,-10.28
2023-08-31,Psi Services Llc,Education,-70.5
2023-08-31,Chipotle,Dining & Drinks:Restaurants,-10.13
2023-08-31,Wind River,Personal Income:Paycheck,7854.19
2023-08-31,Starbucks,Dining & Drinks:Restaurants,-4.35
2023-08-31,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-09-01,Chase Mortgage,Home:Mortgage,-5990.47
2023-09-01,Alimony,Home,-1920.0
2023-09-01,Five Guys,Dining & Drinks:Restaurants,-18.36
2023-09-01,Panda Express,Dining & Drinks:Restaurants,-2.42
2023-09-01,Potbelly,Dining & Drinks:Restaurants,-15.29
2023-09-01,Starbucks,Dining & Drinks:Restaurants,-4.35
2023-09-05,Chipotle,Dining & Drinks:Restaurants,-33.31
2023-09-05,Jersey Mikes,Dining & Drinks:Restaurants,-25.63
2023-09-05,Huel,Dining & Drinks:Restaurants,-133.77
2023-09-05,Chipotle,Dining & Drinks:Restaurants,-13.27
2023-09-05,Chipotle,Dining & Drinks:Restaurants,-13.71
2023-09-05,Chipotle,Dining & Drinks:Restaurants,-26.2
2023-09-05,Potbelly,Dining & Drinks:Restaurants,-18.14
2023-09-05,Starbucks,Dining & Drinks:Restaurants,-4.35
2023-09-05,Shake Shack,Dining & Drinks:Restaurants,-35.3
2023-09-05,Shake Shack,Dining & Drinks:Restaurants,-34.54
2023-09-05,Chatgpt,Work Expenses,-22.02
2023-09-05,Panda Express,Dining & Drinks:Restaurants,-1.09
2023-09-06,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-09-06,Affordable Backflow,Home:Home Services,-55.0
2023-09-06,Belle Pastry,Dining & Drinks:Restaurants,-3.15
2023-09-06,AIG Life,Financial:Life Insurance,-102.03
2023-09-06,Kindle,Education,-38.69
2023-09-07,PCC Market,Groceries,-3.69
2023-09-07,Starbucks,Dining & Drinks:Restaurants,-4.35
2023-09-07,Chipotle,Dining & Drinks:Restaurants,-10.73
2023-09-07,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-09-08,Teradata,Personal Income:Paycheck,5114.73
2023-09-08,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-09-08,Belle Pastry,Dining & Drinks:Restaurants,-3.15
2023-09-11,Starbucks,Dining & Drinks:Restaurants,-4.35
2023-09-11,Soylent,Groceries,-175.0
2023-09-11,State Parks,Entertainment,-10.0
2023-09-11,Five Guys,Dining & Drinks:Restaurants,-49.27
2023-09-11,Chipotle,Dining & Drinks:Restaurants,-30.39
2023-09-11,Target,Groceries,-11.0
2023-09-11,Blazing Bagels,Dining & Drinks:Restaurants,-9.85
2023-09-11,Chipotle,Dining & Drinks:Restaurants,-23.29
2023-09-11,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-09-12,Chipotle,Dining & Drinks:Restaurants,-10.02
2023-09-12,Kachava,Groceries,-118.82
2023-09-12,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-09-12,Lululemon,Shopping:Clothing,-259.84
2023-09-12,YouTube,Software ,-15.4
2023-09-12,Geico,Auto & Transport:Car Insurance,-61.15
2023-09-13,GoodToGo,Auto & Transport,-43.21
2023-09-13,76,Auto & Transport:Gas & Fuel,-58.35
2023-09-13,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-09-13,Bellevue Brewery,Dining & Drinks:Restaurants,-104.08
2023-09-14,Chipotle,Dining & Drinks:Restaurants,-11.95
2023-09-14,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-09-15,Chipotle,Dining & Drinks:Restaurants,-10.02
2023-09-15,Family Meds,Health:Doctor,-25.0
2023-09-15,Kindle,Education,-11.0
2023-09-15,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-09-15,Wind River,Personal Income:Paycheck,7854.19
2023-09-15,Starbucks,Dining & Drinks:Restaurants,-4.35
2023-09-16,Netflix,Entertainment,-17.05
2023-09-16,Comcast,Utilities,-70.0
2023-09-18,Belle Pastry,Dining & Drinks:Restaurants,-3.9
2023-09-18,PCC Market,Groceries,-11.87
2023-09-18,QFC Foods,Groceries,-8.99
2023-09-18,Target,Groceries,-1.98
2023-09-18,Starbucks,Dining & Drinks:Restaurants,-4.35
2023-09-18,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-09-18,QFC Foods,Groceries,-5.0
2023-09-18,Chipotle,Dining & Drinks:Restaurants,-30.39
2023-09-18,Mod Pizza,Dining & Drinks:Restaurants,-28.7
2023-09-18,Shake Shack,Dining & Drinks:Restaurants,-46.2
2023-09-18,PSE,Utilities:Gas & Electric,-29.87
2023-09-18,QFC Foods,Groceries,7.65
2023-09-19,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-09-19,Century Theaters,Entertainment,-11.33
2023-09-20,Elizabeth Cleaning,Cleaning,-90.0
2023-09-20,Chipotle,Dining & Drinks:Restaurants,-10.02
2023-09-20,T Mobile,Utilities:Phone,-120.0
2023-09-20,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-09-21,Starbucks,Dining & Drinks:Restaurants,-4.35
2023-09-21,Amazon,Shopping:Electronics,-16.5
2023-09-21,UPS,Home,-324.0
2023-09-21,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-09-22,Teradata,Personal Income:Paycheck,5114.73
2023-09-22,Starbucks,Dining & Drinks:Restaurants,-4.35
2023-09-22,Chipotle,Dining & Drinks:Restaurants,-10.02
2023-09-22,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-09-25,Bartell Drugs,Health:Pharmacy,-20.49
2023-09-25,PCC Market,Groceries,-7.8
2023-09-25,Chipotle,Dining & Drinks:Restaurants,-20.26
2023-09-25,Shake Shack,Dining & Drinks:Restaurants,-30.79
2023-09-25,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-09-25,Chipotle,Dining & Drinks:Restaurants,-33.31
2023-09-25,Belle Pastry,Dining & Drinks:Restaurants,-3.9
2023-09-25,Bellevue School District,Education:Tuition,-160.0
2023-09-25,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-09-25,Elephant Car Wash,Auto & Transport,-29.0
2023-09-25,Belle Pastry,Dining & Drinks:Restaurants,-3.15
2023-09-26,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-09-26,PCC Market,Groceries,-13.52
2023-09-27,Starbucks,Dining & Drinks:Restaurants,-4.35
2023-09-27,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-09-27,Century Theaters,Entertainment,-8.7
2023-09-27,Century Theaters,Entertainment,-7.47
2023-09-28,Google Domain,Software ,-6.61
2023-09-28,Belle Pastry,Dining & Drinks:Restaurants,-3.15
2023-09-28,Safeway,Groceries,-8.54
2023-09-28,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-09-28,Chipotle,Dining & Drinks:Restaurants,-11.95
2023-09-29,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-09-29,QFC Foods,Groceries,-8.59
2023-09-29,Wind River,Personal Income:Paycheck,7767.24
2023-09-29,"Mirantis, Inc.",Software ,-274.15
2023-09-29,Chipotle,Dining & Drinks:Restaurants,-10.13
2023-10-02,Uber,Auto & Transport,-63.36
2023-10-02,Chipotle,Dining & Drinks:Restaurants,-30.39
2023-10-02,T Mobile,Utilities:Phone,-11.3
2023-10-02,Barber Shop,Personal Care:Hair,-44.0
2023-10-02,Panda Express,Dining & Drinks:Restaurants,-2.64
2023-10-02,Amazon,Shopping:Electronics,-5.49
2023-10-02,Jersey Mikes,Dining & Drinks:Restaurants,-35.75
2023-10-02,Uwajimaya,Groceries,-7.75
2023-10-02,Mod Pizza,Dining & Drinks:Restaurants,-31.81
2023-10-02,Uber,Auto & Transport,-39.91
2023-10-02,Chase Mortgage,Home:Mortgage,-5990.47
2023-10-02,Alimony,Home,-1920.0
